Description,DangerousEquipment,EquipmentProximity,WorkerMovement,Slips,LeadingEdge,Confinedspace,Hazardousmaterial,Heavymaterialmovement,Electricalsproximity,Hightempertureoperation
تهیه و نصب کف‌پوش لاستیکی گرانولی پایه دار به‌صورت تایل به ابعاد مختلف و ضخامت تا ۴٠ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و اجرای پوشش سطوح قائم یا افقی با گرما چوب به ضخامت حدود ١۶ میلی‌متر.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و اجرای صفحات مشبک گسترده ماندگار (روفیکس) از جنس فولاد به عنوان قالب یا پوشش سطوح کاذب و زیرسازی.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
دیوار یک آجره با آجر فشاری و ملات ماسه سیمان 1:5.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک تراورتن کرم یا شکلاتی حاجی آباد (مرکزی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب دریچه آدم ر و از جنس کامپوزیت با کلاف مربوط به مساحت ٠٫٢٨ تا ٠٫٣۶ مترمربع.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب روکش از PVC به ضخامت حدود ٠٫١٣ میلی‌متر، با پرس کردن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه ورق‌های تخت شفاف و رنگی آکریلیک به ضخامت اسمی ٣ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
تهیه و اجرای ژئوممبرین (زمین غشا) از جنس پلی اتیلن به (Very Low Density Polyethylene) سبک خیلی ضخامت یک میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب تسمه های آج دار فولادی به ابعاد مختلف برای مسلح کردن خاک با پیچ و مهره لازم.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه، ساخت و نصب چهارچوب کمد و گنجه، از چوب نراد خارجی، به سطح مقطع ٢٠ تا ٣٠ سانتی‌متر مربع، به‌طور کامل.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه وسایل و قالب بندی با استفاده از قالب فولادی در تاوه‌ها (دال‌ها) که ارتفاع بیش از ٣٫۵ متر و حداکثر ۵٫۵ متر باشد.,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک لاشه چینی برای کف.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه، بریدن، خم کردن و کار گذاشتن میلگرد ساده به قطر١٢ تا ١٨ میلی‌متر برای بتن  مسلح با سیم‌پیچی لازم.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک مرمریت کرم بجستان (خراسان رضوی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه، حمل و ریختن مصالح دانه ای زهکش طبق مشخصات به انضمام پخش و تسطیح آن ها.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و اجرای شبکه الیاف شیشه مقاوم در برابر قلیا جهت مسلح کردن کارهای بنایی با بلوک و پانل.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
تهیه و نصب صفحات فولادی مشبک (Grating) با تمام وسایل و اتصالات مربوط.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
دستمزد قابلمه‌ای کردن در و چهارچوب، به ازای هرمتر طول قابلمه.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه مصالح و اجرای موزاییک شسته ویبره ای کارخانه ای (واش بتن) با ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب نرده یا لوله فولادی ضد زنگ از رده SS201 به همراه کلیه اتصالات لازم از رده SS304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
تهیه مصالح و ساختن سایه بان بتنی بالای پنجره به عیار ٢۵٠ کیلو سیمان در مترمکعب، با تعبیه آب چکان و قالب بندی، به‌طور کامل (میلگرد مصرفی از ردیف مربوط پرداخت می‌شود).,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب پوشش یک روی در، از جنس MDF به ضخامت حدود 8 میلی‌متر، با پرس کردن.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
نماسازی به‌ ردیف های بنایی با سنگ قواره، درصورتی‌که سنگ قواره به‌صورت نما و به شکل موزاییکی اجرا شود.,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
شخم زدن هر نوع زمین غیر سنگی با وسیله مکانیکی به عمق تا ٣۵ سانتی‌متر.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب کف‌پوش P.V.C، به‌صورت رول با طرح پولکی و با ضخامت ١٫۵ تا ٢ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بندکشی با ملات ماسه‌بادی و سیمان 1:4 روی سطوح کاشی کاری شده با کاشی های سرامیکی، درصورتی‌که ضخامت بند ٣ میلی‌متر و بیشتر باشد.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب لبه پوشش پلاستیکی بدون روکش از نوع پروفیل P.V.C به هر شکل.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب روکش از جنس چوب بلوط داخلی یا خارجی به ضخامت ٠٫۵ تا ٠٫٨ میلی‌متر، با پرس کردن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه ماسه بادی، بارگیری، حمل و باراندازی در محل مصرف.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
سفید کاری روی سطوح قائم و پرداخت آن با گچ کشته.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب سنگ پلاک تراورتن قرمز یا کرم گل چشمه یا کرم آبگرم (مرکزی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه مصالح و اجرای پوشش سقف و فلاشینگ ها، با ورق گالوانیزه صاف، با تمام وسایل و لوازم نصب.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
فرش کف با موزاییک پرسی یا ویبره ای با سطح صاف.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و اجرای پوشش سطوح قائم یا افقی یا لمبه از چوب نراد خارجی به ضخامت بیش از ١۶ تا ١٨ میلی‌متر.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه وسایل و قالب بندی با استفاده از قالب فولادی در شناژهای افقی روی دیوار بدون نیاز به استفاده از شمع، در هر ارتفاع.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
پخش و انباشتن مصالح حاصل از کندن زمین در محل‌های مشخص و محدود با هر ضخامت (دپو کردن).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب تیر پله از تیرآهن یا ناودانی به همراه اتصالات مربوط.,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
پخش، تسطیح و کوبیدن ماسه‌بادی برای تحکیم بستر راه یا محوطه.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
حمل سیمان پاکتی، مصالح سنگی، آهن آلات، آجر و بلوک،هرگاه فاصله محل تهیه تا محل کارگاه، بیش از ٣٠ کیلومتر وتا ۴۵٠ کیلومتر باشد، برای تمام طول مسیر پس از کسر ٣٠ کیلومتر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب روکش از PVC به ضخامت حدود ٠٫١8 میلی‌متر، با پرس کردن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
اندود لعاب ضدباکتری به‌ ردیف های کاشی های سرامیکی.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
تهیه، حمل و نصب جدول‌های سنگی با سنگ چینی ابری لایبید (اصفهان)، به ضخامت ۶ سانتی‌متر به همراه بندکشی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
نصب کاغذ دیواری با کلیه لوازم و تجهیزات به‌طور کامل.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 بنایی با سنگ لاشه و ملات ماسه سیمان 1:5 در پی.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
تهیه، حمل و نصب جدول‌های سنگی با سنگ تراورتن سفید یا کرم رامشه، طرق، تجره، میمه (اصفهان)، یزد (یزد)، گل چشمه یا آبگرم (مرکزی)، سلماس (آذربایجان غربی) به ضخامت ۶ سانتی‌متر به همراه بند کشی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه، بریدن، خم کردن و کار گذاشتن میلگرد ساده به قطر٢٠ تا ۴٠ میلی‌متر برای بتن  مسلح با سیم‌پیچی لازم.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب تایل های معدنی مقاوم در برابر حریق به ضخامت بیش از ١۴ تا ١۶ میلی‌متر، با نصب خشک داخل سقف کاذب مشبک.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب کف‌پوش لاستیکی آج دار، به‌صورت رول و با ضخامت اسمی ٢٫۵ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
جوش کاری برای بعد موثر بیش از ١٠ میلی‌متر تا ١۵ میلی‌متر، همراه ساییدن.,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
برچیدن لوله فلزی و هر نوع لوله پلیمری مدفون در مصالح بنایی، با قطر تا ٢ اینچ به همراه اتصالات مربوط.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
عایق کاری رطوبتی، با سه قشر اندود قیر و دو لایه گونی برای سطوح حمام ها، توالت ها و روی پی‌ها و مانند آن.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
تهیه و نصب پرلین از تیرآهن یا ناودانی روی سطوح شیب‌دار اسکلت فولادی یا خرپا به همراه اتصالات مربوط.,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
تهیه مصالح، حمل و اجرای کف‌پوش‌های بتنی پیش‌ساخته ویبره ای، به ضخامت ۴ سانتی‌متر و به سطح تا ١۶  دسی مترمربع، برای هر کف‌پوش، با ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب ستون از یک تیرآهن به همراه ورق‌های تقویتی.,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
اضافه بهای نماسازی نسبت به‌ ردیف های دیوارچینی با آجر فشاری، درصورتی‌که در نما از آجر قزاقی، به ابعاد آجر فشاری استفاده شود.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
برچیدن هر نوع عایق حرارتی با هر ضخامت و وزن مخصوص.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
 تهیه و نصب توری سیمی گالوانیزه زیر سقف برای نگهداری عایق حرارتی.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
بنایی با بلوک های بتن ی پیش‌ساخته از بتن  سبک اتوکلاوشده (بتن  گازی) با ملات مخصوص به ضخامت حدود ١۵سانتی‌متر.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای رنگ آمیزی با رنگ اکلیل نسوز، شامل آستر و رویه.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
تهیه و نصب سنگ پلاک تراورتن لیمویی، قرمز، دودی یا گردویی آذرشهر (آذربایجان شرقی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
دیوا ر نیم آجره با آجر ماشینی سوراخ دار به ابعاد آجر فشاری، با ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
سوراخ کردن سطوح بتنی و بتن مسلح، به قطر تا ١۵سانتی‌متر به روش مغزه گیری.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
تهیه و اجرای ماستیک آب بند قیری برای مصرف در درزها با پرداخت سطح به طور کامل.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
تهیه مصالح و اجرای رنگ آمیزی سطوح آسفالت و بتن  با رنگ دوجزئی سرد مانند خط عابر پیاده.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 سنگ قلوه غرقاب در ملات ماسه سیمان 1:5 .,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
اندود سیمانی به ضخامت بیش از ٢ سانتی‌متر تا ٣ سانتی‌متر، برای زیر سقف، با ملات ماسه سیمان 1:4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب سنگ پلاک آهک کوه سفید قم (قم) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب کف‌پوش P.V.C ضد جریان الکتریسیته ساکن، به‌صورت تایل به ابعاد مختلف و با ضخامت ۵٫١ تا ٢ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه وسایل ، ساخت قالب به‌منظور تعبیه بازشو و جایگذاری آن برای بتن ریزی و خارج کردن آن. (اندازه‌گیری برحسب سطح جانبی بتن محل بازشو).,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
اضافه بها به‌ ردیف ها ی نماسازی بابت تراش و کشویی نمودن آجر.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و اجرای پوشش سطوح قائم یا افقی با قطعات گرما چوب به ضخامت حدود ١٩ میلی‌متر.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تراشیدن آسفالت به‌صورت پیوسته با ماشین مخصوص آسفالت تراش، به ضخامت تا ۵ سانتی‌متر.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک چینی الیگودرز (لرستان) درسطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و اجرای پوشش سطوح قائم یا افقی یا لمبه از چوب نراد خارجی به ضخامت ١٢ تا ١۴ میلی‌متر.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب کاشی های سرامیکی لعاب دار یا بدون لعاب روی سطوح قائم با سطح بیش از ١۶ تا ٢۵ دسی مترمربع.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه مصالح و اجرای رنگ روغنی کامل روی در و سایر کارهای چوبی.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
تهیه مصالح، حمل و اجرای کف‌پوش‌های بتنی پیش‌ساخته پرسی، به ضخامت ۴ سانتی‌متر و به سطح تا ١۶ دسی مترمربع برای هر کف‌پوش با ٢٫۵ سانتی‌متر ماسه نرم زیر آن و دوغاب ریزی.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
اندود گچ به ضخامت تا ١٫۵ سانتی‌متر، برای زیر سقف ها,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بندکشی توپر با ملات ماسه‌بادی و سیمان 1:4 روی نمای آجری.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب توری پشه گیر آلومینیومی متحرک، با قاب آلومینیومی بدون ریل کشویی.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
آجرکاری به ضخامت یک و نیم آجر و بیشتر با آجر ماسه آهکی به ابعاد آجرفشاری و ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای رنگ اپوکسی پلی آمید غنی از روی دو جزئی به طریق بدون هوا، روی اسکلت فولادی در یک قشر به ضخامت خشک ۴٠ میکرون.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
تهیه مصالح و اجرای اندود نفوذی با قیر محلول.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
حمل دریایی سیمان پاکتی، مصالح سنگی، آهن آلات، آجرو بلوک، مازاد بر ۶٠ مایل تا فاصله ٩٠ مایل دریایی.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب صفحات سیمانی الیاف دار، به ضخامت حدود ۴ میلی‌متر، زیر سقف  که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه سیمانی.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب سنگ پلاک لاشه تراورتن برای کف.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب قرنیز از جنس MDF به ضخامت حدود 8 میلی‌متر با روکش PVC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب صفحات گچی روکش‌دار معمولی به ضخامت اسمی ١٢٫۵ میلی‌متر، روی سطوح قائم که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه گچی روکش‌دار.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای دیوار پانلی ماندگار از جنس پلی استایرن خودخاموش شو، به ضخامت دیوار ۶ سانتی‌متر، با مقاطع ناودانی گالوانیزه به عرض جان ۶ سانتی‌متر، و ارتفاع دیوار تا ۶ متر، به طور کامل با تمام تجهیزات و وسایل لازم.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و اجرای بتن  به عیار ٣۵٠ کیلوگرم سیمان به روش پاششی با دستگاه، برای ضخامت یک تا ٣ سانتی‌متر به ازای هر سانتی‌متر.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
هزینه بافت و نصب شبکه های سازه فضا کار با انحنا در یک امتداد (چلیک ها) نسبت به هزینه تهیه و آماده سازی قطعات.,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
 سنگ لاشه غرقاب در ملات ماسه سیمان 1:5 .,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
حمل دریایی سیمان پاکتی، مصالح سنگی، آهن آلات، آجرو بلوک، مازاد بر ٩٠ مایل تا فاصله ١۵٠ مایل دریایی.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب گلدانی چاه فاضلاب به همراه در از جنس پلیمر به قطر ۵٠ تا ٧٠ سانتی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 تهیه، ساخت و نصب تورسنگ با توری سیمی گالوانیزه (٧ کیلوگرم بر مترمکعب تورسنگ) و سنگ لاشه.,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه وسایل و قالب بندی با استفاده از تخته نراد خارجی برای دال‌های مرکب به هر ارتفاع.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک تراورتن کرم ابرکوه (یزد) درسطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
بنایی با بلوک های بتن ی پیش‌ساخته از بتن  سبک اتوکلاوشده (بتن  گازی) با ملات مخصوص به ضخامت حدود ٢٠سانتی‌متر.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب روکش از جنس چوب گردو داخلی یا خارجی به ضخامت ٠٫۵ تا ٠٫٨ میلی‌متر، با پرس کردن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 تعبیه بند در سطوح گچ کاری.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه وسایل و قالب بندی با استفاده تخته نراد خارجی، در دیوارهای بتنی به هر ارتفاع.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و اجرای کف‌پوش لاستیکی گرانولی درجا ریز به انضمام قشر آستر، با ضخامت ١٠ میلی‌متر به هر رنگ.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
برچیدن تایل های سقفی از هر نوع به‌صورت مشبک و به‌گونه‌ای که تایل ها سالم حفظ شود به همراه زیرسازی مربوط.,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
تهیه و اجرای ژئونت از جنس پلی اتیلن سنگین به وزن ٢٠٠گرم در هر مترمربع.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب دریچه آب گیر از جنس کوپلیمر با کلاف مربوط به مساحت ٠٫۴۵ تا ٠٫۵۵ مترمربع.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
چال زنی تا قطر ١٠٠ میلی‌متر در هر نوع خاک و زاویه تا ٢٠درجه نسبت به سطح افق.,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
تهیه و اجرای بتن با شن و ماسه شسته طبیعی یا شکسته با مقاومت فشاری مشخصه ٢٠ مگاپاسکال.,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
تهیه، ساخت و نصب در و پنجره آلومینیومی از پروفیل آلومینیومی اس تی و کرونت، با پوشش آنادایز غیررنگی به ضخامت ١٠ میکرون.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
تهیه و نصب سنگ پلاک تراورتن کرم، شکلاتی یا دودی کاشان (اصفهان) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
 کندن زمین در زمین‌های سنگی با استفاده از مواد سوزا و کارگر و ریختن سنگ‌های کنده شده به کنار محل‌های مربوط.,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
عایق کاری حرارتی با عایق پشم شیشه به‌صورت پانل و بدون روکش به ضخامت ٢۵ میلی‌متر و به وزن مخصوص ٣۶ کیلوگرم بر مترمکعب.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
تهیه و نصب کف‌پوش P.V.C، به‌صورت رول و با ضخامت ١٫۵ تا ٢ میلی‌متر. ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اندود سیمانی به ضخامت بیش از ٣ سانتی‌متر تا ۴ سانتی‌متر، برای زیر سقف، با ملات ماسه سیمان 1:4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب سقف  کاذب الومینیومی بافل، با پوشش رنگ پودری الکترواستاتیک به ضخامت ۶٠ تا ٨٠ میکرون.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
تهیه مصالح و اجرای اندود پاششی پایه سیمانی مقاوم در شکل H و I برابر آتش، روی سطوح فولادی برای مقاطع با ضریب مقطع بیش از ٢٠٠ متر بر مترمربع، برای ۶٠ دقیقه مقاومت در برابر آتش و دمای بحرانی ۵۵٠ درجه سانتی گراد.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
تعبیه بند در سطوح اندود سیمانی.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عایق کاری حرارتی با عایق پشم سرباره پتویی یک طرف توری دار، به ضخامت ٣٠ میلی‌متر و وزن مخصوص ۵٠ کیلوگرم بر مترمکعب.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
 بنایی با سنگ قواره و ملات باتارد ١:٢:٩ در دیوارها و سایر محل‌هایی که بالاتر از پی قرار دارند.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
تهیه مصالح و اجرای اندود پاششی پایه سیمانی مقاوم در شکل H و I برابر آتش، روی سطوح فولادی برای مقاطع با ضریب مقطع تا ٩٠ متر بر مترمربع، برای ۶٠ دقیقه مقاومت در برابر آتش و دمای بحرانی ۵۵٠ درجه سانتی گراد.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
تهیه، حمل و ریختن ماسه‌بادی، در داخل کانال‌ها، اطراف پی‌ها و لوله‌ها، کف ساختمان‌ها، معابر، محوطه‌ها و یا هر محل دیگری که لازم باشد ، به انضمام پخش و تسطیح آن‌ها در ضخامت‌های لازم.,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
تسطیح و رگلاژ بستر خاک‌ریزها یا بستر کنده‌شده، که با ماشین انجام‌شده باشد.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب لوله بتنی پیش‌ساخته، به قطر داخلی ١۵سانتی‌متر و ضخامت تا ۵ سانتی‌متر، با بتن به عیار ٣٠٠کیلوگرم سیمان در مترمکعب بتن .,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای پوشش سقف، با ورق گالوانیزه کرکره‌ای، با تمام وسایل و لوازم نصب.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
تهیه مصالح و اجرای عایق کاری رطوبتی با استفاده از پوشش های آکریلیکی پایه آبی بدون الیاف فایبرگلاس.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
عایق کاری حرارتی با عایق پشم سرباره بدون روکش به ضخامت ٣٠ میلی‌متر و وزن مخصوص ٣۵ کیلوگرم بر مترمکعب.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
تهیه و اجرای پوشش سطوح قائم با ورق نئوپان به ضخامت حدود ٨ میلی‌متر.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 تهيه وسايل و قالب‌بندي با استفاده از تخته نراد خارجي، در پی‌ها و شناژهاي مربوط به آن.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک گرانیت مشکی نطنز (اصفهان) درسطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
دیوار به ضخامت بیش از ١١ تا ٢٢ سانتی‌متر با بلوک سفال و ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای رنگ پف کننده پایه آب مقاوم در برابر آتش.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
